document_type,description,file_number
8-K,"Current report, items 5.02 and 9.01
Acc-no: 0001193125-14-108251 (34 Act)  Size: 20 KB",000-1427814707404
11-K,"Annual report of employee stock purchase, savings and similar plansAcc-no: 0001193125-14-112733 (34 Act)  Size: 53 KB",000-1427814714302
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-14-157077 (34 Act)  Size: 192 KB",000-1427814781751
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-14-157088 (34 Act)  Size: 12 MB,000-1427814781814
SD,Acc-no: 0001193125-14-222351 (34 Act)  Size: 300 KB,000-1427814884520
11-K,"Annual report of employee stock purchase, savings and similar plansAcc-no: 0001193125-14-247590 (34 Act)  Size: 1 MB",000-1427814938430
11-K,"Annual report of employee stock purchase, savings and similar plansAcc-no: 0001193125-14-253307 (34 Act)  Size: 184 KB",000-1427814946092
S-8 POS,"Securities to be offered to employees in employee benefit plans, post-effective amendmentsAcc-no: 0001193125-14-253310 (33 Act)  Size: 26 KB",333-10918514946102
8-K,"Current report, items 2.05 and 9.01
Acc-no: 0001193125-14-271285 (34 Act)  Size: 23 KB",000-1427814979734
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-14-275529 (34 Act)  Size: 287 KB",000-1427814986666
10-K,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-14-289961 (34 Act)  Size: 18 MB",000-14278141007161
8-K,"Current report, items 5.02 and 9.01
Acc-no: 0001193125-14-288136 (34 Act)  Size: 21 KB",000-14278141004438
8-K,"Current report, item 5.02
Acc-no: 0001193125-14-314623 (34 Act)  Size: 12 KB",000-14278141052258
8-K,"Current report, items 5.02 and 9.01
Acc-no: 0001193125-14-343628 (34 Act)  Size: 24 KB",000-14278141106700
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-14-049241 Size: 174 KB,
CORRESP,[Cover]CorrespondenceAcc-no: 0001193125-14-372813 Size: 39 KB,
DEF 14A,Other definitive proxy statementsAcc-no: 0001193125-14-376415 (34 Act)  Size: 2 MB,000-14278141164402
DEFA14A,Additional definitive proxy soliciting materials and Rule 14(a)(12) materialAcc-no: 0001193125-14-376426 (34 Act)  Size: 145 KB,000-14278141164463
DEFA14A,Additional definitive proxy soliciting materials and Rule 14(a)(12) materialAcc-no: 0001193125-14-377166 (34 Act)  Size: 22 KB,000-14278141165379
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-14-380219 (34 Act)  Size: 188 KB",000-14278141170046
ARS,[Paper]Annual Report to Security HoldersAcc-no: 9999999997-14-014534 (34 Act)  Size: 1 KB,000-1427814008341
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-14-380252 (34 Act)  Size: 11 MB,000-14278141170168
DEFA14A,Additional definitive proxy soliciting materials and Rule 14(a)(12) materialAcc-no: 0001193125-14-413484 (34 Act)  Size: 4 MB,000-14278141225591
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-14-061861 Size: 146 KB,
8-K,"Current report, item 5.07
Acc-no: 0001193125-14-433614 (34 Act)  Size: 43 KB",000-14278141266997
CORRESP,[Cover]CorrespondenceAcc-no: 0001193125-14-441050 Size: 23 KB,
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-14-066193 Size: 36 KB,
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-15-020351 (34 Act)  Size: 14 MB,000-1427815548700
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-15-020342 (34 Act)  Size: 243 KB",000-1427815548676
SC 13G/A,[Amend] Statement of acquisition of beneficial ownership by individualsAcc-no: 0001086364-15-001575 (34 Act)  Size: 13 KB,005-3875815565768
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-15-038252 (33 Act)  Size: 448 KB,333-18471715586731
305B2,Filing [Trust Indenture Act]Acc-no: 0001193125-15-038247 (33 Act)  Size: 75 KB,333-18471715586727
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001193125-15-040186 (34 Act)  Size: 42 KB,333-18471715590323
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-15-042711 (33 Act)  Size: 449 KB,333-18471715596075
SC 13G,Statement of acquisition of beneficial ownership by individualsAcc-no: 0000932471-15-004913 (34 Act)  Size: 39 KB,005-3875815597098
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-15-045564 (34 Act)  Size: 396 KB",000-1427815602046
11-K,"Annual report of employee stock purchase, savings and similar plansAcc-no: 0001193125-15-105063 (34 Act)  Size: 46 KB",000-1427815725027
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-15-144132 (34 Act)  Size: 279 KB",000-1427815788493
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-15-144151 (34 Act)  Size: 14 MB,000-1427815788538
SD,Acc-no: 0001193125-15-207537 (34 Act)  Size: 895 KB,000-1427815901236
11-K,"Annual report of employee stock purchase, savings and similar plansAcc-no: 0001193125-15-233536 (34 Act)  Size: 1 MB",000-1427815949991
11-K,"Annual report of employee stock purchase, savings and similar plansAcc-no: 0001193125-15-239451 (34 Act)  Size: 180 KB",000-1427815959059
11-K,"Annual report of employee stock purchase, savings and similar plansAcc-no: 0001193125-15-239459 (34 Act)  Size: 196 KB",000-1427815959091
8-K,"Current report, items 7.01 and 9.01
Acc-no: 0001193125-15-247530 (34 Act)  Size: 24 KB",000-1427815978397
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-15-258359 (34 Act)  Size: 432 KB",000-1427815997945
10-K,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-15-272806 (34 Act)  Size: 14 MB",000-14278151019135
8-K,"Current report, items 5.03 and 9.01
Acc-no: 0001193125-15-282470 (34 Act)  Size: 103 KB",000-14278151035685
8-K,"Current report, item 5.02
Acc-no: 0001193125-15-318450 (34 Act)  Size: 12 KB",000-14278151103410
8-K,"Current report, items 7.01 and 9.01
Acc-no: 0001193125-15-331408 (34 Act)  Size: 4 MB",000-14278151128775
DEFA14A,Additional definitive proxy soliciting materials and Rule 14(a)(12) materialAcc-no: 0001206774-15-003230 (34 Act)  Size: 121 KB,000-14278151164637
DEF 14A,Other definitive proxy statementsAcc-no: 0001206774-15-003229 (34 Act)  Size: 5 MB,000-14278151164625
ARS,[Paper]Annual Report to Security HoldersAcc-no: 9999999997-15-014229 (34 Act)  Size: 1 KB,000-1427815008414
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-15-350712 (34 Act)  Size: 257 KB",000-14278151170342
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-15-350718 (34 Act)  Size: 8 MB,000-14278151170370
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-15-353706 (34 Act)  Size: 13 MB",000-14278151176081
S-3ASR,Automatic shelf registration statement of securities of well-known seasoned issuersAcc-no: 0001193125-15-357088 (33 Act)  Size: 867 KB,333-207652151181800
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-15-357129 (33 Act)  Size: 430 KB,333-207652151181837
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001193125-15-358970 (34 Act)  Size: 58 KB,333-207652151185263
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-15-360659 (33 Act)  Size: 467 KB,333-207652151188477
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-15-363226 (34 Act)  Size: 445 KB",000-14278151192094
DEFA14A,Additional definitive proxy soliciting materials and Rule 14(a)(12) materialAcc-no: 0001193125-15-378495 (34 Act)  Size: 3 MB,000-14278151235710
8-K,"Current report, item 5.07
Acc-no: 0001193125-15-394364 (34 Act)  Size: 32 KB",000-14278151267702
8-K,"Current report, items 7.01 and 9.01
Acc-no: 0001193125-15-395460 (34 Act)  Size: 171 KB",000-14278151270570
SC 13G/A,[Amend] Statement of acquisition of beneficial ownership by individualsAcc-no: 0000215457-16-003309 (34 Act)  Size: 13 KB,005-38758161362095
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-16-441821 (34 Act)  Size: 9 MB,000-14278161369026
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-16-441813 (34 Act)  Size: 317 KB",000-14278161368961
SC 13G/A,[Amend] Statement of acquisition of beneficial ownership by individualsAcc-no: 0000932471-16-010756 (34 Act)  Size: 39 KB,005-38758161402432
8-K,"Current report, items 5.03 and 9.01
Acc-no: 0001193125-16-508738 (34 Act)  Size: 67 KB",000-14278161513175
11-K,"Annual report of employee stock purchase, savings and similar plansAcc-no: 0001193125-16-518135 (34 Act)  Size: 47 KB",000-14278161529636
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-16-550254 (34 Act)  Size: 9 MB,000-14278161584167
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-16-550250 (34 Act)  Size: 279 KB",000-14278161584143
8-K,"Current report, items 7.01 and 9.01
Acc-no: 0001193125-16-601931 (34 Act)  Size: 24 KB",000-14278161674086
SD,Acc-no: 0001193125-16-608106 (34 Act)  Size: 772 KB,000-14278161685361
8-K,"Current report, items 1.01, 7.01, 8.01, and 9.01
Acc-no: 0001193125-16-619689 (34 Act)  Size: 2 MB",000-14278161710000
11-K,"Annual report of employee stock purchase, savings and similar plansAcc-no: 0001193125-16-628901 (34 Act)  Size: 1 MB",000-14278161726633
11-K,"Annual report of employee stock purchase, savings and similar plansAcc-no: 0001193125-16-634829 (34 Act)  Size: 128 KB",000-14278161736636
8-K,"Current report, items 5.03 and 9.01
Acc-no: 0001193125-16-641678 (34 Act)  Size: 104 KB",000-14278161751292
8-K,"Current report, item 5.02
Acc-no: 0001193125-16-643151 (34 Act)  Size: 11 KB",000-14278161756072
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-16-651176 (34 Act)  Size: 385 KB",000-14278161773588
8-A12B,Registration of securities [Section 12(b)]Acc-no: 0001193125-16-658251 (34 Act)  Size: 17 KB,001-37845161784887
CERTNYS,[Paper]Certification by the New York Stock Exchange approving securities for listingAcc-no: 9999999997-16-024705 (34 Act)  Size: 1 KB,001-3784516005054
10-K,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-16-662209 (34 Act)  Size: 13 MB",001-37845161790278
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-16-665677 (33 Act)  Size: 399 KB,333-207652161795819
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001193125-16-667093 (34 Act)  Size: 57 KB,333-207652161798694
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-16-668371 (33 Act)  Size: 432 KB,333-207652161800748
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-16-673577 (34 Act)  Size: 514 KB",001-37845161811811
8-K,"Current report, items 5.03, 8.01, and 9.01
Acc-no: 0001193125-16-716834 (34 Act)  Size: 114 KB",001-37845161897287
NO ACT,[Paper]No Action LetterAcc-no: 9999999997-16-026395 (34 Act)  Size: 1 KB,001-3784516004967
PRE 14A,Other preliminary proxy statementsAcc-no: 0001193125-16-729364 (34 Act)  Size: 7 MB,001-37845161916134
NO ACT,[Paper]No Action LetterAcc-no: 9999999997-16-026481 (34 Act)  Size: 1 KB,001-3784516005100
DEF 14A,Other definitive proxy statementsAcc-no: 0001193125-16-740758 (34 Act)  Size: 24 MB,001-37845161940929
DEFA14A,Additional definitive proxy soliciting materials and Rule 14(a)(12) materialAcc-no: 0001193125-16-740765 (34 Act)  Size: 104 KB,001-37845161940957
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-16-742793 (34 Act)  Size: 263 KB",001-37845161944506
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-16-742796 (34 Act)  Size: 9 MB,001-37845161944542
DEFA14A,Additional definitive proxy soliciting materials and Rule 14(a)(12) materialAcc-no: 0001193125-16-765578 (34 Act)  Size: 17 KB,001-37845161987076
8-K,"Current report, items 5.07 and 9.01
Acc-no: 0001193125-16-782569 (34 Act)  Size: 107 KB",001-37845162028658
8-K,"Current report, items 2.01 and 9.01
Acc-no: 0001193125-16-788575 (34 Act)  Size: 17 KB",001-37845162042102
SC 13G/A,[Amend] Statement of acquisition of beneficial ownership by individualsAcc-no: 0000353480-17-001224 (34 Act)  Size: 13 KB,005-3875817546158
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-17-019726 (34 Act)  Size: 436 KB",001-3784517549760
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001564590-17-000654 (34 Act)  Size: 20 MB,001-3784517549845
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-17-022601 (33 Act)  Size: 424 KB,333-20765217555377
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001193125-17-024075 (34 Act)  Size: 45 KB,333-20765217559057
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-17-025714 (33 Act)  Size: 439 KB,333-20765217561363
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-17-030734 (34 Act)  Size: 457 KB",001-3784517572299
SC 13G/A,[Amend] Statement of acquisition of beneficial ownership by individualsAcc-no: 0000932471-17-001286 (34 Act)  Size: 48 KB,005-3875817589902
8-K,"Current report, items 5.02 and 9.01
Acc-no: 0001193125-17-082168 (34 Act)  Size: 21 KB",001-3784517688958
11-K,"Annual report of employee stock purchase, savings and similar plansAcc-no: 0001193125-17-093708 (34 Act)  Size: 54 KB",001-3784517709958
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001564590-17-007547 (34 Act)  Size: 21 MB,001-3784517789272
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-17-142963 (34 Act)  Size: 383 KB",001-3784517789118
SD,Acc-no: 0001193125-17-189445 (34 Act)  Size: 700 KB,001-3784517881836
8-K,"Current report, items 5.03 and 9.01
Acc-no: 0001193125-17-203579 (34 Act)  Size: 115 KB",001-3784517911719
11-K,"Annual report of employee stock purchase, savings and similar plansAcc-no: 0001193125-17-210290 (34 Act)  Size: 130 KB",001-3784517924946
11-K,"Annual report of employee stock purchase, savings and similar plansAcc-no: 0001193125-17-216340 (34 Act)  Size: 2 MB",001-3784517935042
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-17-232047 (34 Act)  Size: 460 KB",001-3784517974440
10-K,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001564590-17-014900 (34 Act)  Size: 28 MB",001-37845171000067
8-K,"Current report, items 7.01 and 9.01
Acc-no: 0001193125-17-247395 (34 Act)  Size: 275 KB",001-37845171004841
8-K,"Current report, items 5.02 and 9.01
Acc-no: 0001193125-17-288464 (34 Act)  Size: 23 KB",001-37845171092653
DEF 14A,Other definitive proxy statementsAcc-no: 0001193125-17-310951 (34 Act)  Size: 18 MB,001-37845171138969
DEFA14A,Additional definitive proxy soliciting materials and Rule 14(a)(12) materialAcc-no: 0001193125-17-310963 (34 Act)  Size: 133 KB,001-37845171139023
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-17-321202 (34 Act)  Size: 281 KB",001-37845171156322
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001564590-17-020171 (34 Act)  Size: 20 MB,001-37845171156404
S-8 POS,"Securities to be offered to employees in employee benefit plans, post-effective amendmentsAcc-no: 0001193125-17-357453 (33 Act)  Size: 65 KB",333-91755171231875
S-8 POS,"Securities to be offered to employees in employee benefit plans, post-effective amendmentsAcc-no: 0001193125-17-357433 (33 Act)  Size: 65 KB",333-52852171231832
8-K,"Current report, items 5.02 and 5.07
Acc-no: 0001193125-17-357415 (34 Act)  Size: 55 KB",001-37845171231792
S-8,Securities to be offered to employees in employee benefit plansAcc-no: 0001193125-17-357423 (33 Act)  Size: 66 KB,333-221833171231814
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-17-043686 Size: 144 KB,
CORRESP,[Cover]CorrespondenceAcc-no: 0001193125-17-375054 Size: 65 KB,
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-18-002745 Size: 35 KB,
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-18-027377 (34 Act)  Size: 567 KB",001-3784518562733
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001564590-18-001129 (34 Act)  Size: 24 MB,001-3784518562797
IRANNOTICE,Notice of disclosure filed pursuant to Section 219 of the Iran Threat Reduction and Syria Human Rights Act of 2012 (Exchange Act Section 13(r)).Acc-no: 0001193125-18-027418 (34 Act)  Size: 4 KB,000-1427818562869
SC 13G/A,[Amend] Statement of acquisition of beneficial ownership by individualsAcc-no: 0000215457-18-005129 (34 Act)  Size: 13 KB,005-3875818583175
SC 13G/A,[Amend] Statement of acquisition of beneficial ownership by individualsAcc-no: 0000932471-18-004132 (34 Act)  Size: 45 KB,005-3875818590559
11-K,"Annual report of employee stock purchase, savings and similar plansAcc-no: 0001193125-18-093891 (34 Act)  Size: 52 KB",001-3784518709624
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-18-134732 (34 Act)  Size: 541 KB",001-3784518778487
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001564590-18-009307 (34 Act)  Size: 24 MB,001-3784518778616
SD,Acc-no: 0001193125-18-178668 (34 Act)  Size: 1 MB,001-3784518868905
8-K,"Current report, items 7.01, 8.01, and 9.01
Acc-no: 0001193125-18-182975 (34 Act)  Size: 6 MB",001-3784518877558
11-K,"Annual report of employee stock purchase, savings and similar plansAcc-no: 0001193125-18-192907 (34 Act)  Size: 2 MB",001-3784518899179
11-K,"Annual report of employee stock purchase, savings and similar plansAcc-no: 0001193125-18-192909 (34 Act)  Size: 131 KB",001-3784518899185
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-18-221458 (34 Act)  Size: 592 KB",001-3784518960529
