document_type,description,file_number
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001193125-15-262731 (34 Act)  Size: 21 KB,333-188191151004715
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-15-264078 (33 Act)  Size: 453 KB,333-188191151007324
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-15-273023 (34 Act)  Size: 295 KB",001-36743151019763
8-A12B,Registration of securities [Section 12(b)]Acc-no: 0001193125-15-273818 (34 Act)  Size: 17 KB,001-36743151020968
CERTNYS,[Paper]Certification by the New York Stock Exchange approving securities for listingAcc-no: 9999999997-15-012341 (34 Act)  Size: 1 KB,001-3674315007939
CORRESP,[Cover]CorrespondenceAcc-no: 0001193125-15-307923 Size: 51 KB,
UPLOAD,[Cover]SEC-generated letterAcc-no: 0000000000-15-044866 Size: 33 KB,
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-15-316498 (33 Act)  Size: 446 KB,333-188191151099977
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001193125-15-317144 (34 Act)  Size: 21 KB,333-188191151101040
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-15-318535 (33 Act)  Size: 459 KB,333-188191151103736
8-A12B,Registration of securities [Section 12(b)]Acc-no: 0001193125-15-322479 (34 Act)  Size: 17 KB,001-36743151112599
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-15-322466 (34 Act)  Size: 284 KB",001-36743151112559
CERTNYS,[Paper]Certification by the New York Stock Exchange approving securities for listingAcc-no: 9999999997-15-013472 (34 Act)  Size: 1 KB,001-3674315008273
8-K,"Current report, item 5.02
Acc-no: 0001193125-15-336615 (34 Act)  Size: 15 KB",001-36743151140741
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-15-354756 (34 Act)  Size: 153 KB",001-36743151178125
10-K,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-15-356351 (34 Act)  Size: 9 MB",001-36743151180619
NO ACT,[Paper]No Action LetterAcc-no: 9999999997-15-014867 (34 Act)  Size: 1 KB,001-3674315008355
NO ACT,[Paper]No Action LetterAcc-no: 9999999997-15-014868 (34 Act)  Size: 1 KB,001-3674315008356
NO ACT,[Paper]No Action LetterAcc-no: 9999999997-15-016011 (34 Act)  Size: 1 KB,001-3674315008488
NO ACT,[Paper]No Action LetterAcc-no: 9999999997-15-015765 (34 Act)  Size: 1 KB,001-3674315008450
8-K,"Current report, item 5.02
Acc-no: 0001193125-15-406279 (34 Act)  Size: 14 KB",001-36743151294008
8-K,"Current report, items 5.03 and 9.01
Acc-no: 0001193125-15-410853 (34 Act)  Size: 193 KB",001-36743151302514
DEF 14A,Other definitive proxy statementsAcc-no: 0001193125-16-422528 (34 Act)  Size: 2 MB,001-36743161327205
DEFA14A,Additional definitive proxy soliciting materials and Rule 14(a)(12) materialAcc-no: 0001193125-16-422534 (34 Act)  Size: 659 KB,001-36743161327260
PX14A6G,Notice of exempt solicitationAcc-no: 0001214659-16-008862 (34 Act)  Size: 52 KB,001-36743161342219
SC 13G/A,[Amend] Statement of acquisition of beneficial ownership by individualsAcc-no: 0000215457-16-002043 (34 Act)  Size: 13 KB,005-33632161358253
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-16-438421 (34 Act)  Size: 693 KB",001-36743161361839
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-16-439878 (34 Act)  Size: 5 MB,001-36743161365395
SC 13G/A,[Amend] Statement of acquisition of beneficial ownership by individualsAcc-no: 0000932471-16-011528 (34 Act)  Size: 39 KB,005-33632161404831
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-16-463982 (33 Act)  Size: 491 KB,333-188191161423233
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-16-467194 (33 Act)  Size: 523 KB,333-188191161433910
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001193125-16-466166 (34 Act)  Size: 93 KB,333-188191161431535
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-16-473562 (34 Act)  Size: 618 KB",001-36743161448489
8-K,"Current report, items 5.02, 5.07, and 9.01
Acc-no: 0001193125-16-488223 (34 Act)  Size: 156 KB",001-36743161473818
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-16-507590 (33 Act)  Size: 436 KB,333-188191161511310
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001193125-16-509001 (34 Act)  Size: 30 KB,333-188191161513910
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-16-510499 (33 Act)  Size: 455 KB,333-188191161516824
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-16-516891 (34 Act)  Size: 324 KB",001-36743161527208
SD,Acc-no: 0001193125-16-523320 (34 Act)  Size: 336 KB,001-36743161538428
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-16-556520 (34 Act)  Size: 162 KB",001-36743161592349
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001193125-16-559625 (34 Act)  Size: 6 MB,001-36743161595799
S-3ASR,Automatic shelf registration statement of securities of well-known seasoned issuersAcc-no: 0001193125-16-564177 (33 Act)  Size: 332 KB,333-210983161601070
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-16-614374 (33 Act)  Size: 436 KB,333-210983161699852
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001193125-16-615362 (34 Act)  Size: 13 KB,333-210983161701731
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-16-616649 (33 Act)  Size: 438 KB,333-210983161703684
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-16-628957 (34 Act)  Size: 242 KB",001-36743161726856
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001628280-16-017762 (34 Act)  Size: 424 KB",001-36743161784653
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001628280-16-017809 (34 Act)  Size: 9 MB,001-36743161787078
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-16-661201 (33 Act)  Size: 453 KB,333-210983161788444
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-16-664603 (33 Act)  Size: 475 KB,333-210983161794258
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001193125-16-662761 (34 Act)  Size: 44 KB,333-210983161791548
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-16-672044 (34 Act)  Size: 447 KB",001-36743161808515
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001628280-16-020258 (34 Act)  Size: 430 KB",001-36743161950726
10-K,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001628280-16-020309 (34 Act)  Size: 13 MB",001-36743161953070
NO ACT,[Paper]No Action LetterAcc-no: 9999999997-16-026607 (34 Act)  Size: 1 KB,001-3674316005137
NO ACT,[Paper]No Action LetterAcc-no: 9999999997-17-000809 (34 Act)  Size: 1 KB,001-3674320160005
NO ACT,[Paper]No Action LetterAcc-no: 9999999997-17-000002 (34 Act)  Size: 1 KB,001-3674316005019
8-K,"Current report, items 5.03 and 9.01
Acc-no: 0001628280-16-022047 (34 Act)  Size: 248 KB",001-36743162054250
DEF 14A,Other definitive proxy statementsAcc-no: 0001193125-17-003753 (34 Act)  Size: 5 MB,001-3674317512896
DEFA14A,Additional definitive proxy soliciting materials and Rule 14(a)(12) materialAcc-no: 0001193125-17-003764 (34 Act)  Size: 674 KB,001-3674317512909
SC 13G/A,[Amend] Statement of acquisition of beneficial ownership by individualsAcc-no: 0000215457-17-001275 (34 Act)  Size: 13 KB,005-3363217536781
PX14A6G,Notice of exempt solicitationAcc-no: 0001214659-17-000547 (34 Act)  Size: 28 KB,001-3674317559872
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001628280-17-000663 (34 Act)  Size: 390 KB",001-3674317561519
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001628280-17-000717 (34 Act)  Size: 8 MB,001-3674317565317
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-17-028315 (33 Act)  Size: 498 KB,333-21098317566778
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001193125-17-029548 (34 Act)  Size: 96 KB,333-21098317570099
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-17-030832 (33 Act)  Size: 544 KB,333-21098317572868
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-17-036283 (34 Act)  Size: 675 KB",001-3674317588362
SC 13G/A,[Amend] Statement of acquisition of beneficial ownership by individualsAcc-no: 0000932471-17-000777 (34 Act)  Size: 37 KB,005-3363217586504
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-17-041233 (33 Act)  Size: 476 KB,333-21098317601961
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001193125-17-042083 (34 Act)  Size: 13 KB,333-21098317602904
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-17-044564 (33 Act)  Size: 476 KB,333-21098317613002
8-K,"Current report, item 5.07
Acc-no: 0001193125-17-064019 (34 Act)  Size: 49 KB",001-3674317651574
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-17-069853 (34 Act)  Size: 234 KB",001-3674317664239
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001628280-17-004663 (34 Act)  Size: 430 KB",001-3674317805508
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0001628280-17-004790 (34 Act)  Size: 9 MB,001-3674317809653
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-17-157385 (33 Act)  Size: 428 KB,333-21098317811979
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001193125-17-159324 (34 Act)  Size: 54 KB,333-21098317815909
SD,Acc-no: 0001193125-17-159397 (34 Act)  Size: 835 KB,001-3674317816013
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-17-160948 (33 Act)  Size: 460 KB,333-21098317819168
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-17-167400 (34 Act)  Size: 514 KB",001-3674317835158
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-17-172693 (33 Act)  Size: 462 KB,333-21098317850239
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001193125-17-173678 (34 Act)  Size: 30 KB,333-21098317852308
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-17-175330 (33 Act)  Size: 469 KB,333-21098317855370
8-A12B,Registration of securities [Section 12(b)]Acc-no: 0001193125-17-181871 (34 Act)  Size: 17 KB,001-3674317867595
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-17-181867 (34 Act)  Size: 309 KB",001-3674317867578
CERTNYS,[Paper]Certification by the New York Stock Exchange approving securities for listingAcc-no: 9999999997-17-006550 (34 Act)  Size: 1 KB,001-3674317010416
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-17-201958 (33 Act)  Size: 422 KB,333-21098317907933
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001193125-17-202772 (34 Act)  Size: 16 KB,333-21098317910189
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-17-203548 (33 Act)  Size: 426 KB,333-21098317911569
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-17-208226 (34 Act)  Size: 217 KB",001-3674317921171
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0000320193-17-000006 (34 Act)  Size: 406 KB",001-3674317997093
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0000320193-17-000009 (34 Act)  Size: 10 MB,001-36743171000359
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-17-258040 (33 Act)  Size: 413 KB,333-210983171032511
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001193125-17-258729 (34 Act)  Size: 28 KB,333-210983171034713
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-17-258933 (33 Act)  Size: 419 KB,333-210983171035154
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-17-262261 (34 Act)  Size: 317 KB",001-36743171041380
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-17-276117 (33 Act)  Size: 426 KB,333-210983171067415
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001193125-17-276961 (34 Act)  Size: 43 KB,333-210983171070000
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-17-277897 (33 Act)  Size: 416 KB,333-210983171071961
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-17-282809 (34 Act)  Size: 394 KB",001-36743171081538
8-K,"Current report, item 5.02
Acc-no: 0001193125-17-308859 (34 Act)  Size: 15 KB",001-36743171134765
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0000320193-17-000067 (34 Act)  Size: 408 KB",001-36743171172828
10-K,"Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000320193-17-000070 (34 Act)  Size: 14 MB",001-36743171174673
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-17-333582 (33 Act)  Size: 411 KB,333-210983171178253
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001193125-17-334724 (34 Act)  Size: 57 KB,333-210983171180891
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-17-335805 (33 Act)  Size: 430 KB,333-210983171183888
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-17-341015 (34 Act)  Size: 521 KB",001-36743171196609
DEF 14A,Other definitive proxy statementsAcc-no: 0001193125-17-380130 (34 Act)  Size: 5 MB,001-36743171276400
DEFA14A,Additional definitive proxy soliciting materials and Rule 14(a)(12) materialAcc-no: 0001193125-17-380132 (34 Act)  Size: 408 KB,001-36743171276414
SC 13G/A,[Amend] Statement of acquisition of beneficial ownership by individualsAcc-no: 0000215457-18-003762 (34 Act)  Size: 13 KB,005-3363218555984
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0000320193-18-000005 (34 Act)  Size: 363 KB",001-3674318567220
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0000320193-18-000007 (34 Act)  Size: 8 MB,001-3674318568703
SC 13G/A,[Amend] Statement of acquisition of beneficial ownership by individualsAcc-no: 0000932471-18-004625 (34 Act)  Size: 45 KB,005-3363218594295
8-K,"Current report, items 5.07 and 9.01
Acc-no: 0001193125-18-045761 (34 Act)  Size: 115 KB",001-3674318613111
SD,Acc-no: 0001193125-18-073716 (34 Act)  Size: 876 KB,001-3674318674202
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0000320193-18-000067 (34 Act)  Size: 401 KB",001-3674318795935
10-Q,Quarterly report [Sections 13 or 15(d)]Acc-no: 0000320193-18-000070 (34 Act)  Size: 9 MB,001-3674318800115
8-K,"Current report, items 8.01 and 9.01
Acc-no: 0001193125-18-154515 (34 Act)  Size: 113 KB",001-3674318811649
8-K/A,"[Amend] Current report, item 8.01
Acc-no: 0001193125-18-154948 (34 Act)  Size: 15 KB",001-3674318812776
