document_type,description,file_number
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-044860 (33 Act)  Size: 568 KB,333-21920618950916
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-032193 (33 Act)  Size: 567 KB,333-21920618949364
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-032254 (33 Act)  Size: 2 MB,333-21920618950426
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-216771 (33 Act)  Size: 715 KB,333-21920618950190
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-032197 (33 Act)  Size: 495 KB,333-21920618949406
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001104659-18-044715 (34 Act)  Size: 541 KB,333-21920618949399
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-032278 (33 Act)  Size: 313 KB,333-21920618950851
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-045054 (33 Act)  Size: 848 KB,333-21920618952958
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-217942 (33 Act)  Size: 766 KB,333-21920618953100
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-032331 (33 Act)  Size: 451 KB,333-21920618952012
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-032388 (33 Act)  Size: 340 KB,333-21920618952736
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-032622 (33 Act)  Size: 771 KB,333-21920618955080
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-032618 (33 Act)  Size: 337 KB,333-21920618955052
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-032617 (33 Act)  Size: 550 KB,333-21920618955044
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-032606 (33 Act)  Size: 2 MB,333-21920618954994
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-032604 (33 Act)  Size: 625 KB,333-21920618954987
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-032599 (33 Act)  Size: 541 KB,333-21920618954966
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-032595 (33 Act)  Size: 2 MB,333-21920618954948
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-032593 (33 Act)  Size: 546 KB,333-21920618954939
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-032591 (33 Act)  Size: 2 MB,333-21920618954925
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-032586 (33 Act)  Size: 2 MB,333-21920618954867
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-032621 (33 Act)  Size: 628 KB,333-21920618955072
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-218800 (33 Act)  Size: 759 KB,333-21920618954843
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-032584 (33 Act)  Size: 666 KB,333-21920618954851
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001140361-18-032525 (34 Act)  Size: 773 KB,333-21920618954299
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-045227 (33 Act)  Size: 547 KB,333-21920618954309
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-045241 (33 Act)  Size: 332 KB,333-21920618954373
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-032476 (33 Act)  Size: 278 KB,333-21920618953987
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-032575 (33 Act)  Size: 2 MB,333-21920618954809
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-032580 (33 Act)  Size: 477 KB,333-21920618954824
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-032582 (33 Act)  Size: 1 MB,333-21920618954828
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001104659-18-045290 (34 Act)  Size: 556 KB,333-21920618954839
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-218790 (33 Act)  Size: 1 MB,333-21920618954806
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-045531 (33 Act)  Size: 591 KB,333-21920618957009
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-045544 (33 Act)  Size: 825 KB,333-21920618957202
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-045537 (33 Act)  Size: 479 KB,333-21920618957060
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-045536 (33 Act)  Size: 860 KB,333-21920618957045
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-045533 (33 Act)  Size: 851 KB,333-21920618957031
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-045532 (33 Act)  Size: 571 KB,333-21920618957019
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-045527 (33 Act)  Size: 635 KB,333-21920618956964
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-032682 (33 Act)  Size: 272 KB,333-21920618955859
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-045525 (33 Act)  Size: 628 KB,333-21920618956931
8-K,"Current report, items 5.02 and 9.01
Acc-no: 0001193125-18-219704 (34 Act)  Size: 30 KB",001-1496518956670
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-032681 (33 Act)  Size: 266 KB,333-21920618955822
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-032678 (33 Act)  Size: 273 KB,333-21920618955765
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-032676 (33 Act)  Size: 514 KB,333-21920618955665
8-K,"Current report, items 2.02 and 9.01
Acc-no: 0001193125-18-219187 (34 Act)  Size: 670 KB",001-1496518955512
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-045339 (33 Act)  Size: 1 MB,333-21920618955384
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-045526 (33 Act)  Size: 474 KB,333-21920618956954
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-045727 (33 Act)  Size: 666 KB,333-21920618958087
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-032781 (33 Act)  Size: 558 KB,333-21920618958228
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-032770 (33 Act)  Size: 519 KB,333-21920618958101
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-220323 (33 Act)  Size: 158 KB,333-21920618957930
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-032746 (33 Act)  Size: 582 KB,333-21920618957494
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-032761 (33 Act)  Size: 779 KB,333-21920618957881
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-220290 (33 Act)  Size: 126 KB,333-21920618957877
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-032752 (33 Act)  Size: 574 KB,333-21920618957698
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001104659-18-045585 (34 Act)  Size: 835 KB,333-21920618957527
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-220320 (33 Act)  Size: 128 KB,333-21920618957925
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-220757 (33 Act)  Size: 1 MB,333-21920618959267
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-032854 (33 Act)  Size: 582 KB,333-21920618960019
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-032873 (33 Act)  Size: 344 KB,333-21920618960202
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-046029 (33 Act)  Size: 601 KB,333-21920618960705
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033050 (33 Act)  Size: 284 KB,333-21920618963119
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033044 (33 Act)  Size: 552 KB,333-21920618963052
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033039 (33 Act)  Size: 517 KB,333-21920618963013
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-046257 (33 Act)  Size: 533 KB,333-21920618962263
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033033 (33 Act)  Size: 1 MB,333-21920618962683
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-222452 (33 Act)  Size: 668 KB,333-21920618962377
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001140361-18-032962 (34 Act)  Size: 762 KB,333-21920618961665
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033037 (33 Act)  Size: 769 KB,333-21920618962976
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-046553 (33 Act)  Size: 661 KB,333-21920618965105
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033208 (33 Act)  Size: 563 KB,333-21920618964985
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-223339 (33 Act)  Size: 320 KB,333-21920618963970
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-223413 (33 Act)  Size: 641 KB,333-21920618964100
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033062 (33 Act)  Size: 567 KB,333-21920618963212
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033132 (33 Act)  Size: 552 KB,333-21920618964169
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033339 (33 Act)  Size: 3 MB,333-21920618967152
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033338 (33 Act)  Size: 529 KB,333-21920618967144
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033333 (33 Act)  Size: 249 KB,333-21920618967122
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033332 (33 Act)  Size: 3 MB,333-21920618967116
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033331 (33 Act)  Size: 2 MB,333-21920618967111
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-224803 (33 Act)  Size: 624 KB,333-21920618967086
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033325 (33 Act)  Size: 593 KB,333-21920618967083
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-224791 (33 Act)  Size: 815 KB,333-21920618967030
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-046755 (33 Act)  Size: 883 KB,333-21920618967076
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033323 (33 Act)  Size: 541 KB,333-21920618967050
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033322 (33 Act)  Size: 248 KB,333-21920618967047
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033317 (33 Act)  Size: 333 KB,333-21920618966889
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-224460 (33 Act)  Size: 654 KB,333-21920618966202
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033308 (33 Act)  Size: 329 KB,333-21920618966665
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-224708 (33 Act)  Size: 633 KB,333-21920618966699
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033229 (33 Act)  Size: 672 KB,333-21920618965484
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033258 (33 Act)  Size: 346 KB,333-21920618966033
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-046675 (33 Act)  Size: 590 KB,333-21920618966040
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033260 (33 Act)  Size: 251 KB,333-21920618966049
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-224321 (33 Act)  Size: 651 KB,333-21920618965838
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-224417 (33 Act)  Size: 129 KB,333-21920618966078
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-224559 (33 Act)  Size: 166 KB,333-21920618966398
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-046698 (33 Act)  Size: 374 KB,333-21920618966411
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033305 (33 Act)  Size: 545 KB,333-21920618966652
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-224411 (33 Act)  Size: 647 KB,333-21920618966063
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-225473 (33 Act)  Size: 119 KB,333-21920618968031
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-226066 (33 Act)  Size: 124 KB,333-21920618969343
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033518 (33 Act)  Size: 604 KB,333-21920618969259
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-226046 (33 Act)  Size: 630 KB,333-21920618969251
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033516 (33 Act)  Size: 303 KB,333-21920618969223
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001140361-18-033435 (34 Act)  Size: 790 KB,333-21920618968035
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033403 (33 Act)  Size: 3 MB,333-21920618967517
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033401 (33 Act)  Size: 643 KB,333-21920618967514
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033399 (33 Act)  Size: 830 KB,333-21920618967512
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033376 (33 Act)  Size: 687 KB,333-21920618967447
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033373 (33 Act)  Size: 666 KB,333-21920618967439
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033370 (33 Act)  Size: 360 KB,333-21920618967431
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033364 (33 Act)  Size: 2 MB,333-21920618967413
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001104659-18-046772 (34 Act)  Size: 837 KB,333-21920618967405
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033357 (33 Act)  Size: 2 MB,333-21920618967371
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033348 (33 Act)  Size: 1 MB,333-21920618967321
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-047406 (33 Act)  Size: 365 KB,333-21920618971905
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-227787 (33 Act)  Size: 661 KB,333-21920618971981
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-227795 (33 Act)  Size: 630 KB,333-21920618972010
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-227805 (33 Act)  Size: 658 KB,333-21920618972036
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033680 (33 Act)  Size: 522 KB,333-21920618972453
FWP,Filing under Securities Act Rules 163/433 of free writing prospectusesAcc-no: 0001104659-18-047438 (34 Act)  Size: 421 KB,333-21920618972419
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-227613 (33 Act)  Size: 639 KB,333-21920618971477
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033687 (33 Act)  Size: 305 KB,333-21920618972500
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033697 (33 Act)  Size: 338 KB,333-21920618972550
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033677 (33 Act)  Size: 337 KB,333-21920618972412
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033614 (33 Act)  Size: 304 KB,333-21920618971265
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033556 (33 Act)  Size: 253 KB,333-21920618969910
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-227313 (33 Act)  Size: 666 KB,333-21920618970959
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-047348 (33 Act)  Size: 681 KB,333-21920618971247
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033530 (33 Act)  Size: 367 KB,333-21920618969596
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033538 (33 Act)  Size: 312 KB,333-21920618969650
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033539 (33 Act)  Size: 310 KB,333-21920618969655
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033543 (33 Act)  Size: 452 KB,333-21920618969683
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-226126 (33 Act)  Size: 303 KB,333-21920618969597
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033551 (33 Act)  Size: 220 KB,333-21920618969738
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033558 (33 Act)  Size: 439 KB,333-21920618969933
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-227271 (33 Act)  Size: 655 KB,333-21920618970889
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-227304 (33 Act)  Size: 668 KB,333-21920618970940
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033546 (33 Act)  Size: 504 KB,333-21920618969693
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033751 (33 Act)  Size: 561 KB,333-21920618973074
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033873 (33 Act)  Size: 702 KB,333-21920618974769
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033869 (33 Act)  Size: 675 KB,333-21920618974591
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033756 (33 Act)  Size: 2 MB,333-21920618973109
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033754 (33 Act)  Size: 2 MB,333-21920618973085
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-228374 (33 Act)  Size: 626 KB,333-21920618973082
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-228341 (33 Act)  Size: 625 KB,333-21920618973042
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033716 (33 Act)  Size: 298 KB,333-21920618972873
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-228158 (33 Act)  Size: 625 KB,333-21920618972901
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-228153 (33 Act)  Size: 622 KB,333-21920618972895
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-228150 (33 Act)  Size: 630 KB,333-21920618972887
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-228143 (33 Act)  Size: 669 KB,333-21920618972874
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033714 (33 Act)  Size: 296 KB,333-21920618972860
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-228091 (33 Act)  Size: 641 KB,333-21920618972812
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001193125-18-228076 (33 Act)  Size: 641 KB,333-21920618972805
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001140361-18-033722 (33 Act)  Size: 647 KB,333-21920618972954
424B2,Prospectus [Rule 424(b)(2)]Acc-no: 0001104659-18-047759 (33 Act)  Size: 851 KB,333-21920618975501
